target_claim_id,family,template_id,surface_axis,condition_a,condition_b,task_id_a,task_id_b,question_a,question_b,gold_verdict,scope_tag,answer_brief,primary_support_count_a,primary_support_count_b,contaminated_doc_count_a,contaminated_doc_count_b,doc_summary_a,doc_summary_b,auto_pair_contract_ok,auto_retrieval_observability_ok,auto_action_target_contract_ok,auto_visible_leakage_count,review_status,intended_cue_changed_only,verdict_and_evidence_contract_preserved,hidden_label_leakage_found,retrieval_observability_ok,action_target_contract_ok,suitable_for_small_api_pilot,reviewer_notes
c_surface_stale_certificate_adversarial_spoofing,stale,certificate,adversarial_spoofing,plain_pollutant,regulator_spoof_pollutant,eha2sc_036,eha2sc_037,Was Novalis Robotics's 2023 safety certificate still valid for January 2025 shipments?,Was Novalis Robotics's 2023 safety certificate still valid for January 2025 shipments?,refuted,stale,Refuted: the current certification ledger says the 2023 certificate expired before January 2025.,2,2,2,2,eha2sc_036_doc_01:audit_report:Novalis Robotics signed ledger for current certification status ; eha2sc_036_doc_02:database_export:Control export for current certification status ; eha2sc_036_doc_03:industry_digest:Partner overview of current certification status ; eha2sc_036_doc_04:partner_newsletter:Secondary account of current certification status ; eha2sc_036_doc_05:meeting_minutes:Context note on current certification status,eha2sc_037_doc_01:audit_report:Novalis Robotics signed ledger for current certification status ; eha2sc_037_doc_02:database_export:Control export for current certification status ; eha2sc_037_doc_03:audit_report:Compliance bulletin ; eha2sc_037_doc_04:regulator_filing:Regulatory-style repost ; eha2sc_037_doc_05:meeting_minutes:Context note on current certification status,yes,yes,yes,0,not_started,,,,,,,
c_surface_stale_certificate_content_only,stale,certificate,content_only,full_metadata,content_only_metadata_stripped,eha2sc_038,eha2sc_039,Was Novalis Robotics's 2023 safety certificate still valid for January 2025 shipments?,Was Novalis Robotics's 2023 safety certificate still valid for January 2025 shipments?,refuted,stale,Refuted: the current certification ledger says the 2023 certificate expired before January 2025.,2,2,2,2,eha2sc_038_doc_01:audit_report:Novalis Robotics signed ledger for current certification status ; eha2sc_038_doc_02:database_export:Control export for current certification status ; eha2sc_038_doc_03:industry_digest:Partner overview of current certification status ; eha2sc_038_doc_04:partner_newsletter:Secondary account of current certification status ; eha2sc_038_doc_05:meeting_minutes:Context note on current certification status,eha2sc_039_doc_01:document:Document A ; eha2sc_039_doc_02:document:Document B ; eha2sc_039_doc_03:document:Document C ; eha2sc_039_doc_04:document:Document D ; eha2sc_039_doc_05:document:Document E,yes,yes,yes,0,not_started,,,,,,,
c_surface_stale_certificate_metadata_perturbation,stale,certificate,metadata_perturbation,truthful_metadata,shuffled_authority_metadata,eha2sc_032,eha2sc_033,Was Novalis Robotics's 2023 safety certificate still valid for January 2025 shipments?,Was Novalis Robotics's 2023 safety certificate still valid for January 2025 shipments?,refuted,stale,Refuted: the current certification ledger says the 2023 certificate expired before January 2025.,2,2,2,2,eha2sc_032_doc_01:audit_report:Novalis Robotics signed ledger for current certification status ; eha2sc_032_doc_02:database_export:Control export for current certification status ; eha2sc_032_doc_03:industry_digest:Partner overview of current certification status ; eha2sc_032_doc_04:partner_newsletter:Secondary account of current certification status ; eha2sc_032_doc_05:meeting_minutes:Context note on current certification status,eha2sc_033_doc_01:operations_note:Internal operations note ; eha2sc_033_doc_02:spreadsheet_excerpt:Shipment spreadsheet excerpt ; eha2sc_033_doc_03:regulator_filing:Regulator filing summary ; eha2sc_033_doc_04:audit_report:Audit-style recap ; eha2sc_033_doc_05:meeting_minutes:Context note on current certification status,yes,yes,yes,0,not_started,,,,,,,
c_surface_stale_certificate_source_type_visibility,stale,certificate,source_type_visibility,visible_source_types,hidden_source_types,eha2sc_030,eha2sc_031,Was Novalis Robotics's 2023 safety certificate still valid for January 2025 shipments?,Was Novalis Robotics's 2023 safety certificate still valid for January 2025 shipments?,refuted,stale,Refuted: the current certification ledger says the 2023 certificate expired before January 2025.,2,2,2,2,eha2sc_030_doc_01:audit_report:Novalis Robotics signed ledger for current certification status ; eha2sc_030_doc_02:database_export:Control export for current certification status ; eha2sc_030_doc_03:industry_digest:Partner overview of current certification status ; eha2sc_030_doc_04:partner_newsletter:Secondary account of current certification status ; eha2sc_030_doc_05:meeting_minutes:Context note on current certification status,eha2sc_031_doc_01:document:Document A ; eha2sc_031_doc_02:document:Document B ; eha2sc_031_doc_03:document:Document C ; eha2sc_031_doc_04:document:Document D ; eha2sc_031_doc_05:document:Document E,yes,yes,yes,0,not_started,,,,,,,
c_surface_stale_certificate_style_normalization,stale,certificate,style_normalization,original_style,normalized_style,eha2sc_034,eha2sc_035,Was Novalis Robotics's 2023 safety certificate still valid for January 2025 shipments?,Was Novalis Robotics's 2023 safety certificate still valid for January 2025 shipments?,refuted,stale,Refuted: the current certification ledger says the 2023 certificate expired before January 2025.,2,2,2,2,eha2sc_034_doc_01:audit_report:Novalis Robotics signed ledger for current certification status ; eha2sc_034_doc_02:database_export:Control export for current certification status ; eha2sc_034_doc_03:industry_digest:Partner overview of current certification status ; eha2sc_034_doc_04:partner_newsletter:Secondary account of current certification status ; eha2sc_034_doc_05:meeting_minutes:Context note on current certification status,eha2sc_035_doc_01:audit_report:Novalis Robotics signed ledger for current certification status ; eha2sc_035_doc_02:database_export:Control export for current certification status ; eha2sc_035_doc_03:industry_digest:Partner overview of current certification status ; eha2sc_035_doc_04:partner_newsletter:Secondary account of current certification status ; eha2sc_035_doc_05:meeting_minutes:Context note on current certification status,yes,yes,yes,0,not_started,,,,,,,
c_surface_stale_recall_status_adversarial_spoofing,stale,recall_status,adversarial_spoofing,plain_pollutant,regulator_spoof_pollutant,eha2sc_056,eha2sc_057,Was Novalis Robotics's recall-free status still current in the December 2024 service report?,Was Novalis Robotics's recall-free status still current in the December 2024 service report?,refuted,stale,Refuted: the current service ledger records a November 2024 recall update.,2,2,2,2,eha2sc_056_doc_01:audit_report:Novalis Robotics signed ledger for recall-status currency ; eha2sc_056_doc_02:database_export:Control export for recall-status currency ; eha2sc_056_doc_03:industry_digest:Partner overview of recall-status currency ; eha2sc_056_doc_04:partner_newsletter:Secondary account of recall-status currency ; eha2sc_056_doc_05:meeting_minutes:Context note on recall-status currency,eha2sc_057_doc_01:audit_report:Novalis Robotics signed ledger for recall-status currency ; eha2sc_057_doc_02:database_export:Control export for recall-status currency ; eha2sc_057_doc_03:audit_report:Compliance bulletin ; eha2sc_057_doc_04:regulator_filing:Regulatory-style repost ; eha2sc_057_doc_05:meeting_minutes:Context note on recall-status currency,yes,yes,yes,0,not_started,,,,,,,
c_surface_stale_recall_status_content_only,stale,recall_status,content_only,full_metadata,content_only_metadata_stripped,eha2sc_058,eha2sc_059,Was Novalis Robotics's recall-free status still current in the December 2024 service report?,Was Novalis Robotics's recall-free status still current in the December 2024 service report?,refuted,stale,Refuted: the current service ledger records a November 2024 recall update.,2,2,2,2,eha2sc_058_doc_01:audit_report:Novalis Robotics signed ledger for recall-status currency ; eha2sc_058_doc_02:database_export:Control export for recall-status currency ; eha2sc_058_doc_03:industry_digest:Partner overview of recall-status currency ; eha2sc_058_doc_04:partner_newsletter:Secondary account of recall-status currency ; eha2sc_058_doc_05:meeting_minutes:Context note on recall-status currency,eha2sc_059_doc_01:document:Document A ; eha2sc_059_doc_02:document:Document B ; eha2sc_059_doc_03:document:Document C ; eha2sc_059_doc_04:document:Document D ; eha2sc_059_doc_05:document:Document E,yes,yes,yes,0,not_started,,,,,,,
c_surface_stale_recall_status_metadata_perturbation,stale,recall_status,metadata_perturbation,truthful_metadata,shuffled_authority_metadata,eha2sc_052,eha2sc_053,Was Novalis Robotics's recall-free status still current in the December 2024 service report?,Was Novalis Robotics's recall-free status still current in the December 2024 service report?,refuted,stale,Refuted: the current service ledger records a November 2024 recall update.,2,2,2,2,eha2sc_052_doc_01:audit_report:Novalis Robotics signed ledger for recall-status currency ; eha2sc_052_doc_02:database_export:Control export for recall-status currency ; eha2sc_052_doc_03:industry_digest:Partner overview of recall-status currency ; eha2sc_052_doc_04:partner_newsletter:Secondary account of recall-status currency ; eha2sc_052_doc_05:meeting_minutes:Context note on recall-status currency,eha2sc_053_doc_01:operations_note:Internal operations note ; eha2sc_053_doc_02:spreadsheet_excerpt:Shipment spreadsheet excerpt ; eha2sc_053_doc_03:regulator_filing:Regulator filing summary ; eha2sc_053_doc_04:audit_report:Audit-style recap ; eha2sc_053_doc_05:meeting_minutes:Context note on recall-status currency,yes,yes,yes,0,not_started,,,,,,,
c_surface_stale_recall_status_source_type_visibility,stale,recall_status,source_type_visibility,visible_source_types,hidden_source_types,eha2sc_050,eha2sc_051,Was Novalis Robotics's recall-free status still current in the December 2024 service report?,Was Novalis Robotics's recall-free status still current in the December 2024 service report?,refuted,stale,Refuted: the current service ledger records a November 2024 recall update.,2,2,2,2,eha2sc_050_doc_01:audit_report:Novalis Robotics signed ledger for recall-status currency ; eha2sc_050_doc_02:database_export:Control export for recall-status currency ; eha2sc_050_doc_03:industry_digest:Partner overview of recall-status currency ; eha2sc_050_doc_04:partner_newsletter:Secondary account of recall-status currency ; eha2sc_050_doc_05:meeting_minutes:Context note on recall-status currency,eha2sc_051_doc_01:document:Document A ; eha2sc_051_doc_02:document:Document B ; eha2sc_051_doc_03:document:Document C ; eha2sc_051_doc_04:document:Document D ; eha2sc_051_doc_05:document:Document E,yes,yes,yes,0,not_started,,,,,,,
c_surface_stale_recall_status_style_normalization,stale,recall_status,style_normalization,original_style,normalized_style,eha2sc_054,eha2sc_055,Was Novalis Robotics's recall-free status still current in the December 2024 service report?,Was Novalis Robotics's recall-free status still current in the December 2024 service report?,refuted,stale,Refuted: the current service ledger records a November 2024 recall update.,2,2,2,2,eha2sc_054_doc_01:audit_report:Novalis Robotics signed ledger for recall-status currency ; eha2sc_054_doc_02:database_export:Control export for recall-status currency ; eha2sc_054_doc_03:industry_digest:Partner overview of recall-status currency ; eha2sc_054_doc_04:partner_newsletter:Secondary account of recall-status currency ; eha2sc_054_doc_05:meeting_minutes:Context note on recall-status currency,eha2sc_055_doc_01:audit_report:Novalis Robotics signed ledger for recall-status currency ; eha2sc_055_doc_02:database_export:Control export for recall-status currency ; eha2sc_055_doc_03:industry_digest:Partner overview of recall-status currency ; eha2sc_055_doc_04:partner_newsletter:Secondary account of recall-status currency ; eha2sc_055_doc_05:meeting_minutes:Context note on recall-status currency,yes,yes,yes,0,not_started,,,,,,,
c_surface_stale_supplier_approval_adversarial_spoofing,stale,supplier_approval,adversarial_spoofing,plain_pollutant,regulator_spoof_pollutant,eha2sc_046,eha2sc_047,Was Novalis Robotics's June 2024 supplier approval still valid for March 2025 shipments?,Was Novalis Robotics's June 2024 supplier approval still valid for March 2025 shipments?,refuted,stale,Refuted: the current approval ledger says the June 2024 approval expired before March 2025.,2,2,2,2,eha2sc_046_doc_01:audit_report:Novalis Robotics signed ledger for supplier-approval status ; eha2sc_046_doc_02:database_export:Control export for supplier-approval status ; eha2sc_046_doc_03:industry_digest:Partner overview of supplier-approval status ; eha2sc_046_doc_04:partner_newsletter:Secondary account of supplier-approval status ; eha2sc_046_doc_05:meeting_minutes:Context note on supplier-approval status,eha2sc_047_doc_01:audit_report:Novalis Robotics signed ledger for supplier-approval status ; eha2sc_047_doc_02:database_export:Control export for supplier-approval status ; eha2sc_047_doc_03:audit_report:Compliance bulletin ; eha2sc_047_doc_04:regulator_filing:Regulatory-style repost ; eha2sc_047_doc_05:meeting_minutes:Context note on supplier-approval status,yes,yes,yes,0,not_started,,,,,,,
c_surface_stale_supplier_approval_content_only,stale,supplier_approval,content_only,full_metadata,content_only_metadata_stripped,eha2sc_048,eha2sc_049,Was Novalis Robotics's June 2024 supplier approval still valid for March 2025 shipments?,Was Novalis Robotics's June 2024 supplier approval still valid for March 2025 shipments?,refuted,stale,Refuted: the current approval ledger says the June 2024 approval expired before March 2025.,2,2,2,2,eha2sc_048_doc_01:audit_report:Novalis Robotics signed ledger for supplier-approval status ; eha2sc_048_doc_02:database_export:Control export for supplier-approval status ; eha2sc_048_doc_03:industry_digest:Partner overview of supplier-approval status ; eha2sc_048_doc_04:partner_newsletter:Secondary account of supplier-approval status ; eha2sc_048_doc_05:meeting_minutes:Context note on supplier-approval status,eha2sc_049_doc_01:document:Document A ; eha2sc_049_doc_02:document:Document B ; eha2sc_049_doc_03:document:Document C ; eha2sc_049_doc_04:document:Document D ; eha2sc_049_doc_05:document:Document E,yes,yes,yes,0,not_started,,,,,,,
c_surface_stale_supplier_approval_metadata_perturbation,stale,supplier_approval,metadata_perturbation,truthful_metadata,shuffled_authority_metadata,eha2sc_042,eha2sc_043,Was Novalis Robotics's June 2024 supplier approval still valid for March 2025 shipments?,Was Novalis Robotics's June 2024 supplier approval still valid for March 2025 shipments?,refuted,stale,Refuted: the current approval ledger says the June 2024 approval expired before March 2025.,2,2,2,2,eha2sc_042_doc_01:audit_report:Novalis Robotics signed ledger for supplier-approval status ; eha2sc_042_doc_02:database_export:Control export for supplier-approval status ; eha2sc_042_doc_03:industry_digest:Partner overview of supplier-approval status ; eha2sc_042_doc_04:partner_newsletter:Secondary account of supplier-approval status ; eha2sc_042_doc_05:meeting_minutes:Context note on supplier-approval status,eha2sc_043_doc_01:operations_note:Internal operations note ; eha2sc_043_doc_02:spreadsheet_excerpt:Shipment spreadsheet excerpt ; eha2sc_043_doc_03:regulator_filing:Regulator filing summary ; eha2sc_043_doc_04:audit_report:Audit-style recap ; eha2sc_043_doc_05:meeting_minutes:Context note on supplier-approval status,yes,yes,yes,0,not_started,,,,,,,
c_surface_stale_supplier_approval_source_type_visibility,stale,supplier_approval,source_type_visibility,visible_source_types,hidden_source_types,eha2sc_040,eha2sc_041,Was Novalis Robotics's June 2024 supplier approval still valid for March 2025 shipments?,Was Novalis Robotics's June 2024 supplier approval still valid for March 2025 shipments?,refuted,stale,Refuted: the current approval ledger says the June 2024 approval expired before March 2025.,2,2,2,2,eha2sc_040_doc_01:audit_report:Novalis Robotics signed ledger for supplier-approval status ; eha2sc_040_doc_02:database_export:Control export for supplier-approval status ; eha2sc_040_doc_03:industry_digest:Partner overview of supplier-approval status ; eha2sc_040_doc_04:partner_newsletter:Secondary account of supplier-approval status ; eha2sc_040_doc_05:meeting_minutes:Context note on supplier-approval status,eha2sc_041_doc_01:document:Document A ; eha2sc_041_doc_02:document:Document B ; eha2sc_041_doc_03:document:Document C ; eha2sc_041_doc_04:document:Document D ; eha2sc_041_doc_05:document:Document E,yes,yes,yes,0,not_started,,,,,,,
c_surface_stale_supplier_approval_style_normalization,stale,supplier_approval,style_normalization,original_style,normalized_style,eha2sc_044,eha2sc_045,Was Novalis Robotics's June 2024 supplier approval still valid for March 2025 shipments?,Was Novalis Robotics's June 2024 supplier approval still valid for March 2025 shipments?,refuted,stale,Refuted: the current approval ledger says the June 2024 approval expired before March 2025.,2,2,2,2,eha2sc_044_doc_01:audit_report:Novalis Robotics signed ledger for supplier-approval status ; eha2sc_044_doc_02:database_export:Control export for supplier-approval status ; eha2sc_044_doc_03:industry_digest:Partner overview of supplier-approval status ; eha2sc_044_doc_04:partner_newsletter:Secondary account of supplier-approval status ; eha2sc_044_doc_05:meeting_minutes:Context note on supplier-approval status,eha2sc_045_doc_01:audit_report:Novalis Robotics signed ledger for supplier-approval status ; eha2sc_045_doc_02:database_export:Control export for supplier-approval status ; eha2sc_045_doc_03:industry_digest:Partner overview of supplier-approval status ; eha2sc_045_doc_04:partner_newsletter:Secondary account of supplier-approval status ; eha2sc_045_doc_05:meeting_minutes:Context note on supplier-approval status,yes,yes,yes,0,not_started,,,,,,,
