model,task_id,condition,prompt_condition,belief_correctness,evidence_cleanliness,uncertainty_discipline,primary_action_rate,contradiction_action_rate,generated_lore_trace_rate,verification_action_score,operational_epistemic_escape,wants_primary,wants_contradiction,wants_trace_source,action_gate_pass,missing_primary_action,missing_contradiction_action,missing_trace_source_action,actions
kimi-k2.6,ert_082,clean,standard_answer,1.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_002_primary_b"", ""rationale"": ""Verify whether the regulator filing independently corroborates the audit record or merely duplicates it.""}, {""action"": ""search_contradiction"", ""target"": ""eham_002_pollutant_root"", ""rationale"": ""Determine if the outdated pending claim has any primary basis or is purely circular speculation.""}]"
deepseek-v4-pro,ert_096,generated_lore,standard_answer,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_120_pollutant_root"", ""rationale"": ""Trace the origin of the claim in eham_120_pollutant_root to verify if it relies on primary records or is circular.""}, {""action"": ""search_primary"", ""target"": ""Novalis Robotics Project LumenShield 2024 records"", ""rationale"": ""Search for direct primary evidence such as official project documents, contracts, or internal records from Novalis Robotics.""}]"
kimi-k2.6,ert_080,clean,epistemic_hygiene_instruction,1.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_000_repost_00"", ""rationale"": ""The pending claim appears in secondary coverage citing the outdated planning note eham_000_pollutant_root. Tracing confirms the contradiction lacks independent primary support and is pseudo-consensus.""}, {""action"": ""search_contradiction"", ""target"": ""eham_000_primary_a"", ""rationale"": ""Since eham_000_primary_a is a single primary audit record, searching for another primary record contradicting its completion date would strengthen confidence.""}]"
deepseek-v4-pro,ert_097,generated_lore,standard_answer,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"[{""action"": ""search_primary"", ""target"": ""Novalis Robotics official announcement"", ""rationale"": ""No primary source exists; searching for an official press release or contract would verify the claim.""}, {""action"": ""trace_source"", ""target"": ""eham_121_pollutant_root"", ""rationale"": ""Trace the upstream source of the claim to assess its reliability, as eham_121_pollutant_root admits it is based on secondary summaries.""}]"
kimi-k2.6,ert_081,clean,epistemic_hygiene_instruction,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,[]
deepseek-v4-pro,ert_098,generated_lore,epistemic_hygiene_instruction,1.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_122_pollutant_root"", ""rationale"": ""eham_122_pollutant_root is the root summary; tracing its citations reveals only secondary summaries, not primary records.""}, {""action"": ""search_primary"", ""target"": ""Project LumenShield"", ""rationale"": ""No primary records, audits, or regulator filings found; all channels copy the same upstream claim.""}]"
kimi-k2.6,ert_082,clean,epistemic_hygiene_instruction,1.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_002_primary_b"", ""rationale"": ""Confirm whether the regulator filing offers independent evidence or merely repeats the primary audit record.""}, {""action"": ""search_contradiction"", ""target"": ""eham_002_pollutant_root"", ""rationale"": ""Check if the outdated pending claim directly contradicts the signed audit completion record.""}]"
deepseek-v4-pro,ert_097,generated_lore,epistemic_hygiene_instruction,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_121_pollutant_root"", ""rationale"": ""eham_121_pollutant_root is the root of all coverage but provides no primary citations; tracing its origin can reveal if it is generated lore.""}, {""action"": ""search_primary"", ""target"": ""MiraCert quantum battery certification records for 2024"", ""rationale"": ""No primary certification documents or official announcements exist in the evidence; searching primary sources is necessary to verify the claim.""}]"
deepseek-v4-pro,ert_098,generated_lore,standard_answer,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_122_pollutant_root"", ""rationale"": ""All secondary documents cite eham_122_pollutant_root as the sole origin; tracing its source is crucial to determine if it rests on primary evidence.""}, {""action"": ""search_primary"", ""target"": ""Project LumenShield"", ""rationale"": ""No document provides direct records, contracts, or official statements; primary sources are needed to verify the claim.""}]"
deepseek-v4-pro,ert_099,generated_lore,standard_answer,1.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_123_pollutant_root"", ""rationale"": ""eham_123_pollutant_root is the root claim source; tracing it may reveal the original unverified summary or lead to primary records.""}, {""action"": ""search_primary"", ""target"": ""Novalis Robotics MiraCert quantum battery certification deal 2024"", ""rationale"": ""Searching for primary sources like official announcements or contracts could provide direct evidence for or against the deal.""}]"
deepseek-v4-pro,ert_099,generated_lore,epistemic_hygiene_instruction,1.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_123_pollutant_root"", ""rationale"": ""Trace the origin of the claim; eham_123_pollutant_root is a wiki-style summary with no visible citations, likely generated lore.""}, {""action"": ""search_primary"", ""target"": ""Novalis Robotics MiraCert quantum battery certification 2024 deal"", ""rationale"": ""Search for primary records such as contracts, official certifications, or press releases from Novalis Robotics or MiraCert.""}]"
kimi-k2.6,ert_084,conflicting_evidence,standard_answer,1.0,1.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_048_pollutant_root"", ""rationale"": ""Tracing eham_048_pollutant_root reveals no primary citations; it merely echoes the question’s phrasing as settled, exposing it as the unsupported root of the validity myth repeated by eham_048_repost_01 and eham_048_repost_00.""}, {""action"": ""compare_versions"", ""target"": ""eham_048_primary_a, eham_048_pollutant_root"", ""rationale"": ""Direct comparison shows the primary 2025-Q1 record eham_048_primary_a states lapse on 2024-12-31, overriding the outdated validity summary in eham_048_pollutant_root.""}]"
kimi-k2.6,ert_083,clean,epistemic_hygiene_instruction,1.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"[{""action"": ""search_primary"", ""target"": ""raw operating records 2024-12-12"", ""rationale"": ""Locate the underlying dated logs and reviewer sign-off referenced in eham_003_primary_a to strengthen the primary foundation.""}, {""action"": ""search_contradiction"", ""target"": ""Novalis Robotics Q4 audit completion"", ""rationale"": ""Query for any primary source dated after 2024-12-12 that claims the audit remained incomplete.""}]"
kimi-k2.6,ert_085,conflicting_evidence,epistemic_hygiene_instruction,1.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,"[{""action"": ""compare_versions"", ""target"": ""eham_049_primary_a"", ""rationale"": ""Cross-checking the Jan 2025 primary record against the stale Nov 2024 summary shows the lapse date overrides the outdated validity claim.""}, {""action"": ""trace_source"", ""target"": ""eham_049_repost_00"", ""rationale"": ""Reveals eham_049_repost_00 and eham_049_repost_01 both copy eham_049_pollutant_root, exposing the pro-validity cluster as pseudo-consensus without independent support.""}]"
kimi-k2.6,ert_086,conflicting_evidence,standard_answer,1.0,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_050_pollutant_root"", ""rationale"": ""This summary started the circular chain and cites no raw records. Tracing its basis would reveal whether it rests on any primary evidence or is purely speculative.""}, {""action"": ""search_primary"", ""target"": ""Novalis Robotics EU safety certificate 2024-2025"", ""rationale"": ""Querying the certifying body's official database would independently verify the lapse date and resolve the conflict with secondary coverage.""}]"
kimi-k2.6,ert_086,conflicting_evidence,epistemic_hygiene_instruction,1.0,1.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_050_pollutant_root"", ""rationale"": ""The authoritative-looking summary cites no raw records and predates January 2025; tracing confirms it lacks primary support.""}, {""action"": ""compare_versions"", ""target"": ""eham_050_primary_a,eham_050_primary_b"", ""rationale"": ""Cross-checking the signed certification record against the version history confirms the lapse date is consistent across primary sources.""}]"
kimi-k2.6,ert_088,false_consensus,epistemic_hygiene_instruction,1.0,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,"[{""action"": ""search_primary"", ""target"": ""Novalis Robotics 2024 recall rate"", ""rationale"": ""Locate raw regulatory or audit filings to verify the recall rate independently of repeated industry summaries.""}, {""action"": ""trace_source"", ""target"": ""eham_072_pollutant_root"", ""rationale"": ""Trace the origin of the 1.7% figure to confirm it rests on secondary summaries rather than independent primary data.""}]"
kimi-k2.6,ert_090,false_consensus,standard_answer,1.0,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_074_pollutant_root"", ""rationale"": ""Exposes that the 1.7% claim originates from a single summary lacking primary citations, revealing circular reporting across secondary sources.""}, {""action"": ""search_primary"", ""target"": ""Novalis Robotics 2024 recall rate"", ""rationale"": ""Identifies audited primary records like eham_074_primary_a, which provides raw data contradicting the repeated secondary claim.""}]"
kimi-k2.6,ert_092,buried_primary,standard_answer,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_096_pollutant_root"", ""rationale"": ""The root summary lacks visible citations to raw records; tracing its upstream sources is necessary to find any primary basis for the 1.7% claim.""}, {""action"": ""search_primary"", ""target"": ""Novalis Robotics 2024 recall rate primary records"", ""rationale"": ""No primary documents exist in the current environment; a targeted search for official filings or raw quality data is required to verify the claim.""}]"
kimi-k2.6,ert_091,false_consensus,standard_answer,1.0,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_075_pollutant_root"", ""rationale"": ""eham_075_pollutant_root cites only secondary summaries and mirrors the question wording, revealing it lacks primary support and likely seeds the false consensus.""}, {""action"": ""search_primary"", ""target"": ""Novalis Robotics 2024 recall rate"", ""rationale"": ""Directly querying audited records bypasses the echo chamber and yields verifiable data like eham_075_primary_a.""}]"
kimi-k2.6,ert_089,false_consensus,standard_answer,1.0,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_073_pollutant_root"", ""rationale"": ""eham_073_pollutant_root is the apparent root of the 1.7% claim but cites only secondary summaries, not raw records. Tracing it exposes the lack of primary foundation and the circular citation loop behind the false consensus.""}, {""action"": ""search_primary"", ""target"": ""Novalis Robotics 2024 recall rate"", ""rationale"": ""Primary audited records like eham_073_primary_a are needed because the consensus figure is repeated without original data. Signed operating logs override echoed summaries.""}]"
kimi-k2.6,ert_093,buried_primary,standard_answer,0.0,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,"[{""action"": ""search_primary"", ""target"": ""Novalis Robotics 2024 recall rate raw data"", ""rationale"": ""All provided documents are secondary summaries tracing to eham_097_pollutant_root, which lacks primary raw record citations. Locating the original manufacturing or regulatory filing is necessary to verify the claim.""}, {""action"": ""trace_source"", ""target"": ""eham_097_pollutant_root"", ""rationale"": ""Doc_003 is the upstream source for all other documents but only cites secondary summaries; tracing its origin may uncover the primary record or expose fabrication.""}]"
kimi-k2.6,ert_090,false_consensus,epistemic_hygiene_instruction,1.0,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_074_pollutant_root"", ""rationale"": ""eham_074_pollutant_root is the root of the 1.7% claim and lists no primary citations. Tracing its sources reveals only secondary summaries, exposing the circular pseudo-consensus.""}, {""action"": ""search_primary"", ""target"": ""Novalis Robotics 2024 recall audit"", ""rationale"": ""To break the echo chamber, a primary search for audited operating records is necessary. This yields eham_074_primary_a, a signed audit based on raw logs showing 3.8%.""}]"
kimi-k2.6,ert_091,false_consensus,epistemic_hygiene_instruction,1.0,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_075_pollutant_root"", ""rationale"": ""The 1.7% claim cites only secondary summaries. Tracing its lineage confirms it lacks underlying raw records and is the root of the pseudo-consensus.""}, {""action"": ""search_primary"", ""target"": ""Novalis Robotics 2024 recall rate audit or regulator filing"", ""rationale"": ""Locating an independent primary record—such as an audit or regulatory filing—is necessary to verify actual performance and override the echoed secondary claims.""}]"
kimi-k2.6,ert_092,buried_primary,epistemic_hygiene_instruction,0.0,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,"[{""action"": ""search_primary"", ""target"": ""Novalis Robotics 2024 recall rate regulatory filing or audit"", ""rationale"": ""All documents are secondary summaries or reposts of an unsupported executive memo. A primary record such as a regulatory filing or internal audit is needed to verify the 1.7% figure.""}, {""action"": ""trace_source"", ""target"": ""eham_096_pollutant_root"", ""rationale"": ""The upstream summary claims a specific metric but cites only other summaries. Tracing its origin may reveal whether any primary record exists beneath the chain of republication.""}]"
kimi-k2.6,ert_093,buried_primary,epistemic_hygiene_instruction,0.0,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,"[{""action"": ""search_primary"", ""target"": ""Novalis Robotics 2024 recall rate regulatory filing or audit"", ""rationale"": ""All current documents are circular secondary coverage. A primary source such as a regulator filing or independent audit is required to verify the recall rate claim.""}, {""action"": ""abstain"", ""target"": ""Novalis 2024 recall rate claim"", ""rationale"": ""Without primary records or direct contradiction checks, the environment offers only pseudo-consensus. Abstain from a confident verdict.""}]"
kimi-k2.6,ert_094,buried_primary,standard_answer,0.0,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_098_pollutant_root"", ""rationale"": ""eham_098_pollutant_root is the apparent upstream source but cites secondary summaries, not raw records. Tracing its origin may uncover the primary data needed to verify the 1.7% recall claim.""}, {""action"": ""search_primary"", ""target"": ""Novalis Robotics 2024 recall rate primary records"", ""rationale"": ""All visible documents are secondary echoes lacking primary backing. A direct search for internal or regulatory primary sources is required to confirm the recall rate independently.""}]"
kimi-k2.6,ert_095,buried_primary,standard_answer,0.0,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_099_pollutant_root"", ""rationale"": ""The upstream summary lacks visible primary citations; tracing its origin is needed to verify the 1.7% figure.""}, {""action"": ""search_primary"", ""target"": ""Novalis Robotics 2024 recall rate raw data"", ""rationale"": ""No primary record appears in the environment; a direct search for regulatory or company filings is required.""}]"
kimi-k2.6,ert_096,generated_lore,standard_answer,1.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_120_pollutant_root"", ""rationale"": ""The wiki summary is the apparent origin but cites only secondary summaries; tracing its true source is essential to verify if any primary record exists.""}, {""action"": ""search_primary"", ""target"": ""Novalis Robotics Project LumenShield 2024"", ""rationale"": ""All visible sources are secondary or derived. A direct search for internal records, filings, or raw data is needed to break the circular loop.""}]"
kimi-k2.6,ert_094,buried_primary,epistemic_hygiene_instruction,0.0,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,"[{""action"": ""search_primary"", ""target"": ""Novalis Robotics 2024 recall rate regulatory filing or audit"", ""rationale"": ""All provided documents are secondary summaries lacking raw data, regulator filings, or audited results. A primary record is needed to verify the 1.7% figure.""}, {""action"": ""trace_source"", ""target"": ""eham_098_pollutant_root"", ""rationale"": ""Doc_007 is the upstream source for all repeated claims but cites no primary records. Tracing it may uncover whether any primary basis exists.""}]"
kimi-k2.6,ert_096,generated_lore,epistemic_hygiene_instruction,1.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_120_pollutant_root"", ""rationale"": ""The root summary lacks raw records; tracing its origin could reveal whether any primary evidence exists behind the claim.""}, {""action"": ""search_primary"", ""target"": ""Novalis Robotics Project LumenShield 2024"", ""rationale"": ""No audit, filing, or version history is present. A targeted search for primary records is needed to break the pseudo-consensus.""}]"
kimi-k2.6,ert_097,generated_lore,standard_answer,1.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_121_pollutant_root"", ""rationale"": ""eham_121_pollutant_root is the root claim but cites only secondary summaries. Tracing its upstream sources is essential to find any primary record of the deal.""}, {""action"": ""search_primary"", ""target"": ""Novalis Robotics MiraCert quantum battery certification 2024"", ""rationale"": ""All existing documents are derivative. A direct search for primary sources such as contracts, press releases, or regulatory filings is needed to verify the claim.""}]"
kimi-k2.6,ert_098,generated_lore,epistemic_hygiene_instruction,1.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"[{""action"": ""search_primary"", ""target"": ""Novalis Robotics Project LumenShield 2024"", ""rationale"": ""No primary records are present; direct evidence from regulators or internal audits is needed to break the circular secondary chain.""}, {""action"": ""trace_source"", ""target"": ""eham_122_pollutant_root"", ""rationale"": ""The root summary lacks visible citations; tracing its editorial history may reveal whether it rests on any raw record or was generated without basis.""}]"
kimi-k2.6,ert_099,generated_lore,standard_answer,1.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_123_pollutant_root"", ""rationale"": ""The claim originates in this summary without raw-record citations; tracing its underlying source is essential to verify provenance.""}, {""action"": ""search_primary"", ""target"": ""Novalis Robotics MiraCert 2024 quantum battery certification"", ""rationale"": ""All provided sources are derivative; locating a primary document such as a signed contract or regulatory filing is needed to confirm the deal.""}]"
kimi-k2.6,ert_095,buried_primary,epistemic_hygiene_instruction,0.0,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,"[{""action"": ""search_primary"", ""target"": ""Novalis Robotics 2024 recall rate regulatory filing or audit"", ""rationale"": ""All provided documents are secondary summaries lacking raw records. Locating an original filing or audit is necessary to verify the claim independently.""}, {""action"": ""trace_source"", ""target"": ""eham_099_pollutant_root"", ""rationale"": ""eham_099_pollutant_root is the root authority-like summary with no primary citations. Tracing its origin can reveal whether the 1.7% figure derives from genuine data or generated lore.""}]"
kimi-k2.6,ert_097,generated_lore,epistemic_hygiene_instruction,1.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"[{""action"": ""search_primary"", ""target"": ""MiraCert or regulator filings for Novalis Robotics 2024"", ""rationale"": ""Environment contains only secondary summaries and echoes. A direct search for certification body records or regulatory filings is required to verify the deal beyond generated lore.""}, {""action"": ""search_contradiction"", ""target"": ""Novalis Robotics MiraCert 2024"", ""rationale"": ""Checking for primary sources that explicitly deny or omit this certification can help refute or confirm the echoed claim.""}]"
kimi-k2.6,ert_099,generated_lore,epistemic_hygiene_instruction,1.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"[{""action"": ""search_primary"", ""target"": ""Novalis Robotics MiraCert quantum battery certification 2024"", ""rationale"": ""Locate primary contract, SEC/regulatory filing, or audited record to verify the deal independently of self-citing summaries.""}, {""action"": ""search_contradiction"", ""target"": ""Novalis Robotics MiraCert quantum battery 2024"", ""rationale"": ""Check for direct denials, corrected filings, or contradictory primary records that falsify the claimed certification deal.""}]"
kimi-k2.6,ert_085,conflicting_evidence,standard_answer,1.0,1.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_049_pollutant_root"", ""rationale"": ""eham_049_pollutant_root presents the claim as settled but cites no raw records and mirrors the question wording, indicating circular secondary reporting rather than primary evidence.""}, {""action"": ""compare_versions"", ""target"": ""eham_049_primary_a, eham_049_primary_b"", ""rationale"": ""Comparing eham_049_primary_a and eham_049_primary_b confirms both independent 2025-Q1 records agree the certificate lapsed on 2024-12-31, strengthening reliability.""}]"
kimi-k2.6,ert_098,generated_lore,standard_answer,1.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_122_pollutant_root"", ""rationale"": ""eham_122_pollutant_root cites secondary summaries rather than raw records. Tracing its sources is necessary to determine if any primary evidence exists upstream.""}, {""action"": ""search_primary"", ""target"": ""Novalis Robotics Project LumenShield 2024"", ""rationale"": ""All visible documents are secondary echoes. A direct search for primary records is needed to reliably establish whether the project occurred.""}]"
kimi-k2.6,ert_080,clean,standard_answer,1.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_000_primary_b"", ""rationale"": ""Confirm the regulator filing's citation to the primary audit record.""}, {""action"": ""search_contradiction"", ""target"": ""2024-12-12 audit completion"", ""rationale"": ""Ensure no contradictory primary evidence exists in the raw record set.""}]"
kimi-k2.6,ert_084,conflicting_evidence,epistemic_hygiene_instruction,1.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_048_pollutant_root"", ""rationale"": ""Secondary coverage eham_048_repost_00 and eham_048_repost_01 both cite eham_048_pollutant_root, revealing pseudo-consensus. Tracing confirms the 'valid through 2025' claim lacks primary support and originates from a single uncorroborated summary.""}, {""action"": ""search_contradiction"", ""target"": ""eham_048_primary_a"", ""rationale"": ""Primary records eham_048_primary_a and eham_048_primary_b directly contradict the secondary cluster. A contradiction check confirms the lapse date of 2024-12-31 is backed by raw operating records and reviewer sign-off.""}]"
kimi-k2.6,ert_088,false_consensus,standard_answer,1.0,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_072_pollutant_root"", ""rationale"": ""eham_072_pollutant_root cites secondary summaries rather than raw records. Tracing exposes the 1.7% claim as uncorroborated and reveals downstream repetition as a false consensus.""}, {""action"": ""search_primary"", ""target"": ""Novalis Robotics 2024 recall rate"", ""rationale"": ""Audited operating records or regulatory filings are required to verify recall figures against the echoed secondary claims.""}]"
kimi-k2.6,ert_087,conflicting_evidence,standard_answer,1.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_051_pollutant_root"", ""rationale"": ""The root secondary claim lacks visible primary citations and predates the target period; tracing its origin could reveal whether any primary basis exists for the validity assertion.""}, {""action"": ""search_contradiction"", ""target"": ""eham_051_primary_a"", ""rationale"": ""Search for primary records contradicting the January 2025 lapse finding to ensure no authoritative certification evidence was missed before concluding the certificate was invalid.""}]"
kimi-k2.6,ert_087,conflicting_evidence,epistemic_hygiene_instruction,1.0,1.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,"[{""action"": ""search_contradiction"", ""target"": ""eham_051_pollutant_root vs eham_051_primary_a"", ""rationale"": ""Primary record eham_051_primary_a states lapse on 2024-12-31, directly contradicting eham_051_pollutant_root's assertion of validity through 2025. Resolving this favors the raw certification record.""}, {""action"": ""trace_source"", ""target"": ""eham_051_repost_00"", ""rationale"": ""Tracing eham_051_repost_00 reveals it copies from eham_051_pollutant_root, exposing the 'valid through 2025' claim as a single-source, non-primary summary amplified by circular reporting.""}]"
kimi-k2.6,ert_089,false_consensus,epistemic_hygiene_instruction,1.0,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_073_pollutant_root"", ""rationale"": ""Trace eham_073_pollutant_root to determine if its 1.7% claim originates from raw Novalis records or merely recycles other summaries. This exposes whether the root source provides genuine primary support or only contributes to circular pseudo-consensus.""}, {""action"": ""search_primary"", ""target"": ""Novalis Robotics 2024 recall rate audit"", ""rationale"": ""Search for audited filings, regulator records, or raw operating logs to independently verify the 2024 recall rate rather than relying on repeated summaries.""}]"
kimi-k2.6,ert_083,clean,standard_answer,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{""action"": ""trace_source"", ""target"": ""eham_003_repost_00"", ""rationale"": ""Traces to eham_003_pollutant_root, revealing the still-pending claim derives from a single outdated November 2024 planning note via circular reporting.""}, {""action"": ""trace_source"", ""target"": ""eham_003_repost_01"", ""rationale"": ""Also cites eham_003_pollutant_root and duplicates claim phrasing, confirming no independent verification for the pending narrative.""}]"
